user_id,ks_count,ks_rate,dwell_mean,dwell_std,flight_mean,flight_std,digraph_mean,digraph_std,backspace_rate,accuracy,wps,wpm
user1,52,3.992278946514372,0.15342915975130522,0.11337764455573635,0.09895736563439463,0.17038838359736544,0.2537747130674474,0.14868806126237344,0.038461538461538464,22.22222222222222,0.6909713561274875,41.45828136764925
user1,47,3.1108494701352054,0.19407641126754435,0.20781955148164355,0.13014830713686737,0.19566212447813827,0.32620749266251275,0.2102071037064888,0.0,22.22222222222222,0.5956945793875925,35.74167476325555
user1,55,3.1044010560469637,0.1536044640974565,0.14008725920837345,0.17163958372893157,0.27204880510777363,0.32595449023776585,0.23021367774258655,0.07272727272727272,22.22222222222222,0.5079929000804122,30.479574004824734
user1,63,2.9716862758231737,0.2167994635445731,0.3184827752329114,0.12164061684762278,0.2653516510397689,0.3403511085817891,0.28298086213613644,0.047619047619047616,77.77777777777779,0.424526610831882,25.471596649912918
user1,58,2.9924380519672398,0.16856390854408002,0.15421655602780054,0.16851723403261418,0.2778845740553028,0.33792416254679364,0.23238678936040236,0.034482758620689655,88.88888888888889,0.4643438356500889,27.860630139005334
user1,58,3.0473970101766956,0.19474070950558311,0.2023302670215289,0.1304637917450496,0.20395515608802403,0.33191872479622825,0.20333250938546815,0.034482758620689655,88.88888888888889,0.47287194985500447,28.372316991300266
user1,54,3.0565282328348737,0.2001439862781101,0.21561610950306276,0.12942128361396069,0.20795193714928345,0.3311487863648613,0.19431614249910037,0.018518518518518517,11.11111111111111,0.5094213721391456,30.565282328348736
user1,60,2.462741429688451,0.17943127950032553,0.15635519737674353,0.23046130245014773,0.3368020812075835,0.4112433579008458,0.28776505990615003,0.03333333333333333,100.0,0.36941121445326763,22.164672867196057
user1,55,2.771652477680365,0.1878312891179865,0.21523914943636918,0.17616734681306062,0.25413574839074665,0.3653923449692903,0.20304076783785835,0.01818181818181818,100.0,0.45354313271133245,27.212587962679947
user1,57,2.9018446785564027,0.17844024457429586,0.19805826365484813,0.16913542577198573,0.29678383511664724,0.34885156580380033,0.275587040246098,0.03508771929824561,100.0,0.4581860018773268,27.491160112639605
